Tinggi (cm),Berat (kg),Tingkat Aktivitas,Tujuan,Kategori,Durasi (menit),Kalori Terbakar,Umur,Jenis Kelamin,Rekomendasi Olahraga
168,83,Sedang,Penurunan Berat Badan,Kardio,70,585,23,Wanita,Lari
197,103,Rendah,Pemeliharaan Kebugaran,Kardio,44,517,43,Wanita,Bersepeda
184,90,Rendah,Penurunan Berat Badan,Kardio,77,674,60,Pria,Lari
160,54,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,51,371,65,Pria,Senam
177,82,Rendah,Penurunan Berat Badan,Kardio,42,595,32,Wanita,Lari
142,81,Tinggi,Penurunan Berat Badan,Kardio,85,500,50,Pria,Lari
183,52,Tinggi,Penurunan Berat Badan,Kekuatan,86,304,35,Wanita,Angkat Beban
183,59,Rendah,Pemeliharaan Kebugaran,Kekuatan,60,524,25,Pria,Angkat Beban
189,73,Rendah,Peningkatan Massa Otot,Kardio,55,481,26,Pria,Bersepeda
180,63,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,72,263,33,Pria,Senam
167,115,Rendah,Pemeliharaan Kebugaran,Kekuatan,71,474,18,Wanita,Angkat Beban
171,46,Tinggi,Pemeliharaan Kebugaran,Kekuatan,78,247,62,Wanita,Angkat Beban
180,71,Tinggi,Penurunan Berat Badan,Fleksibilitas,72,223,55,Wanita,Senam
171,109,Tinggi,Penurunan Berat Badan,Kekuatan,85,698,37,Pria,Angkat Beban
166,44,Rendah,Penurunan Berat Badan,Fleksibilitas,77,330,48,Pria,Senam
189,48,Sedang,Peningkatan Massa Otot,Fleksibilitas,51,553,41,Pria,Senam
172,107,Sedang,Pemeliharaan Kebugaran,Kardio,84,483,31,Pria,Bersepeda
171,95,Sedang,Peningkatan Massa Otot,Kardio,63,245,48,Wanita,Bersepeda
189,97,Sedang,Peningkatan Massa Otot,Kekuatan,55,227,65,Pria,Angkat Beban
158,47,Tinggi,Pemeliharaan Kebugaran,Kekuatan,32,221,51,Wanita,Angkat Beban
154,50,Sedang,Penurunan Berat Badan,Kardio,56,411,35,Wanita,Lari
143,112,Sedang,Pemeliharaan Kebugaran,Kekuatan,90,196,44,Pria,Angkat Beban
151,67,Rendah,Penurunan Berat Badan,Kekuatan,71,180,64,Wanita,Angkat Beban
199,52,Tinggi,Peningkatan Massa Otot,Kardio,77,633,30,Wanita,Bersepeda
170,73,Tinggi,Peningkatan Massa Otot,Fleksibilitas,65,355,29,Wanita,Senam
165,69,Rendah,Peningkatan Massa Otot,Kekuatan,69,393,22,Wanita,Angkat Beban
150,73,Rendah,Peningkatan Massa Otot,Kardio,49,435,27,Pria,Bersepeda
150,71,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,40,395,19,Pria,Senam
151,87,Rendah,Penurunan Berat Badan,Fleksibilitas,56,541,18,Pria,Senam
161,99,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,76,195,37,Wanita,Senam
176,56,Tinggi,Penurunan Berat Badan,Kardio,65,494,43,Wanita,Lari
179,110,Sedang,Penurunan Berat Badan,Fleksibilitas,78,288,42,Wanita,Senam
143,119,Rendah,Penurunan Berat Badan,Fleksibilitas,71,582,19,Pria,Senam
185,87,Rendah,Peningkatan Massa Otot,Fleksibilitas,78,468,34,Pria,Senam
163,117,Sedang,Peningkatan Massa Otot,Fleksibilitas,31,460,35,Pria,Senam
181,115,Tinggi,Penurunan Berat Badan,Kekuatan,72,483,31,Wanita,Angkat Beban
161,105,Sedang,Pemeliharaan Kebugaran,Kardio,77,234,64,Wanita,Bersepeda
196,100,Rendah,Pemeliharaan Kebugaran,Kardio,45,478,34,Wanita,Bersepeda
150,71,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,58,242,46,Pria,Senam
185,66,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,52,188,22,Wanita,Senam
153,62,Sedang,Pemeliharaan Kebugaran,Kardio,57,445,64,Pria,Bersepeda
156,71,Tinggi,Penurunan Berat Badan,Kardio,36,284,65,Pria,Lari
185,105,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,90,441,35,Pria,Senam
159,50,Sedang,Penurunan Berat Badan,Kardio,67,571,22,Pria,Lari
145,110,Tinggi,Peningkatan Massa Otot,Kekuatan,50,313,59,Pria,Angkat Beban
141,70,Sedang,Peningkatan Massa Otot,Kardio,70,690,51,Wanita,Bersepeda
162,58,Sedang,Pemeliharaan Kebugaran,Kekuatan,67,614,21,Pria,Angkat Beban
173,73,Rendah,Pemeliharaan Kebugaran,Kekuatan,46,357,59,Pria,Angkat Beban
183,80,Sedang,Penurunan Berat Badan,Kekuatan,70,431,61,Pria,Angkat Beban
187,115,Sedang,Peningkatan Massa Otot,Kardio,63,422,62,Pria,Bersepeda
167,107,Rendah,Penurunan Berat Badan,Kardio,84,663,35,Pria,Lari
162,97,Sedang,Penurunan Berat Badan,Kekuatan,37,227,29,Wanita,Angkat Beban
196,79,Tinggi,Peningkatan Massa Otot,Kekuatan,58,662,58,Pria,Angkat Beban
163,99,Tinggi,Penurunan Berat Badan,Fleksibilitas,75,365,44,Wanita,Senam
190,87,Rendah,Penurunan Berat Badan,Kekuatan,62,531,62,Pria,Angkat Beban
165,87,Sedang,Peningkatan Massa Otot,Fleksibilitas,72,597,62,Wanita,Senam
197,47,Sedang,Penurunan Berat Badan,Kekuatan,55,518,38,Pria,Angkat Beban
171,59,Sedang,Pemeliharaan Kebugaran,Kekuatan,46,214,36,Pria,Angkat Beban
175,119,Sedang,Penurunan Berat Badan,Fleksibilitas,30,461,23,Pria,Senam
187,73,Tinggi,Peningkatan Massa Otot,Kardio,67,513,44,Wanita,Bersepeda
191,91,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,58,197,23,Pria,Senam
166,56,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,68,426,56,Pria,Senam
143,96,Rendah,Pemeliharaan Kebugaran,Kekuatan,74,536,22,Pria,Angkat Beban
177,95,Tinggi,Pemeliharaan Kebugaran,Kardio,90,641,58,Wanita,Bersepeda
174,96,Rendah,Peningkatan Massa Otot,Kardio,90,220,27,Wanita,Bersepeda
174,99,Tinggi,Peningkatan Massa Otot,Kekuatan,85,549,51,Pria,Angkat Beban
155,45,Rendah,Peningkatan Massa Otot,Fleksibilitas,84,156,64,Pria,Senam
148,88,Sedang,Penurunan Berat Badan,Fleksibilitas,44,528,23,Wanita,Senam
164,87,Rendah,Penurunan Berat Badan,Fleksibilitas,84,338,24,Pria,Senam
157,102,Sedang,Penurunan Berat Badan,Kekuatan,63,321,26,Wanita,Angkat Beban
193,97,Sedang,Peningkatan Massa Otot,Kekuatan,41,426,34,Wanita,Angkat Beban
148,100,Tinggi,Peningkatan Massa Otot,Kekuatan,74,220,34,Pria,Angkat Beban
173,57,Rendah,Penurunan Berat Badan,Kardio,58,499,48,Pria,Lari
189,115,Rendah,Penurunan Berat Badan,Kekuatan,90,271,23,Wanita,Angkat Beban
160,44,Rendah,Peningkatan Massa Otot,Fleksibilitas,71,566,41,Wanita,Senam
145,63,Tinggi,Penurunan Berat Badan,Kardio,34,255,57,Wanita,Lari
194,71,Tinggi,Penurunan Berat Badan,Kardio,41,191,59,Wanita,Lari
185,50,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,85,516,56,Pria,Senam
169,73,Rendah,Pemeliharaan Kebugaran,Kekuatan,54,471,50,Wanita,Angkat Beban
159,69,Sedang,Peningkatan Massa Otot,Kekuatan,31,409,47,Pria,Angkat Beban
187,47,Tinggi,Peningkatan Massa Otot,Kekuatan,80,336,20,Wanita,Angkat Beban
196,58,Rendah,Peningkatan Massa Otot,Fleksibilitas,64,271,58,Wanita,Senam
152,112,Sedang,Penurunan Berat Badan,Fleksibilitas,53,316,33,Wanita,Senam
158,55,Rendah,Peningkatan Massa Otot,Kardio,54,299,58,Wanita,Bersepeda
187,69,Rendah,Pemeliharaan Kebugaran,Kekuatan,56,165,58,Wanita,Angkat Beban
145,82,Tinggi,Pemeliharaan Kebugaran,Kekuatan,59,253,47,Pria,Angkat Beban
192,72,Sedang,Peningkatan Massa Otot,Kardio,81,399,39,Wanita,Bersepeda
176,53,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,59,329,36,Wanita,Senam
196,115,Sedang,Pemeliharaan Kebugaran,Kardio,54,449,64,Pria,Bersepeda
181,53,Sedang,Penurunan Berat Badan,Kardio,48,328,42,Pria,Lari
170,99,Tinggi,Penurunan Berat Badan,Kekuatan,80,549,26,Wanita,Angkat Beban
171,43,Sedang,Peningkatan Massa Otot,Fleksibilitas,46,676,27,Pria,Senam
150,104,Rendah,Penurunan Berat Badan,Kardio,64,273,20,Wanita,Lari
172,92,Tinggi,Peningkatan Massa Otot,Kekuatan,59,542,36,Pria,Angkat Beban
158,42,Rendah,Pemeliharaan Kebugaran,Kekuatan,85,471,25,Pria,Angkat Beban
194,120,Tinggi,Pemeliharaan Kebugaran,Kardio,70,433,44,Wanita,Bersepeda
158,83,Sedang,Pemeliharaan Kebugaran,Kardio,41,342,18,Wanita,Bersepeda
171,77,Rendah,Penurunan Berat Badan,Fleksibilitas,44,625,42,Wanita,Senam
166,60,Sedang,Penurunan Berat Badan,Kekuatan,33,387,38,Pria,Angkat Beban
152,55,Sedang,Peningkatan Massa Otot,Kardio,62,523,57,Pria,Bersepeda
168,54,Sedang,Peningkatan Massa Otot,Kekuatan,78,596,60,Pria,Angkat Beban
190,61,Rendah,Penurunan Berat Badan,Kardio,48,230,41,Wanita,Lari
158,118,Rendah,Penurunan Berat Badan,Fleksibilitas,52,503,48,Wanita,Senam
141,89,Sedang,Peningkatan Massa Otot,Kardio,70,403,61,Wanita,Bersepeda
164,68,Tinggi,Peningkatan Massa Otot,Kekuatan,71,431,40,Wanita,Angkat Beban
159,45,Sedang,Pemeliharaan Kebugaran,Kekuatan,70,326,46,Wanita,Angkat Beban
168,49,Tinggi,Penurunan Berat Badan,Kardio,56,155,59,Wanita,Lari
142,108,Sedang,Peningkatan Massa Otot,Kardio,39,548,25,Wanita,Bersepeda
144,63,Rendah,Peningkatan Massa Otot,Kekuatan,76,180,35,Pria,Angkat Beban
145,114,Sedang,Penurunan Berat Badan,Kardio,38,262,29,Wanita,Lari
170,62,Sedang,Peningkatan Massa Otot,Kekuatan,78,338,36,Wanita,Angkat Beban
146,56,Tinggi,Penurunan Berat Badan,Kardio,71,347,55,Wanita,Lari
190,65,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,76,458,20,Pria,Senam
158,92,Rendah,Pemeliharaan Kebugaran,Kardio,58,678,45,Pria,Bersepeda
192,96,Tinggi,Penurunan Berat Badan,Kardio,57,184,26,Pria,Lari
145,77,Sedang,Penurunan Berat Badan,Kardio,76,310,33,Wanita,Lari
181,101,Rendah,Penurunan Berat Badan,Kekuatan,38,580,61,Wanita,Angkat Beban
179,63,Sedang,Peningkatan Massa Otot,Kardio,38,284,21,Pria,Bersepeda
179,67,Rendah,Peningkatan Massa Otot,Kekuatan,79,294,61,Wanita,Angkat Beban
152,71,Rendah,Pemeliharaan Kebugaran,Kekuatan,66,433,43,Pria,Angkat Beban
159,47,Sedang,Penurunan Berat Badan,Kardio,79,596,40,Wanita,Lari
197,74,Tinggi,Penurunan Berat Badan,Fleksibilitas,90,512,24,Pria,Senam
158,69,Tinggi,Pemeliharaan Kebugaran,Kardio,49,607,34,Wanita,Bersepeda
196,61,Rendah,Penurunan Berat Badan,Kardio,35,439,35,Pria,Lari
147,66,Sedang,Peningkatan Massa Otot,Kardio,61,638,27,Wanita,Bersepeda
179,61,Tinggi,Pemeliharaan Kebugaran,Kardio,63,493,49,Pria,Bersepeda
143,62,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,52,531,25,Wanita,Senam
177,111,Tinggi,Pemeliharaan Kebugaran,Kekuatan,71,217,45,Pria,Angkat Beban
188,79,Rendah,Peningkatan Massa Otot,Fleksibilitas,42,540,36,Pria,Senam
161,99,Sedang,Pemeliharaan Kebugaran,Kardio,47,579,39,Wanita,Bersepeda
171,76,Sedang,Penurunan Berat Badan,Kekuatan,45,369,56,Pria,Angkat Beban
190,96,Sedang,Peningkatan Massa Otot,Kardio,30,194,50,Pria,Bersepeda
185,57,Rendah,Pemeliharaan Kebugaran,Kardio,41,345,20,Wanita,Bersepeda
169,103,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,59,239,31,Pria,Senam
190,93,Sedang,Peningkatan Massa Otot,Kardio,89,358,37,Pria,Bersepeda
178,66,Tinggi,Peningkatan Massa Otot,Kekuatan,44,215,48,Wanita,Angkat Beban
180,104,Rendah,Peningkatan Massa Otot,Kardio,71,430,18,Wanita,Bersepeda
196,93,Rendah,Pemeliharaan Kebugaran,Kardio,87,399,46,Wanita,Bersepeda
151,85,Rendah,Penurunan Berat Badan,Kardio,48,160,26,Pria,Lari
143,116,Sedang,Penurunan Berat Badan,Kardio,73,273,27,Pria,Lari
157,43,Rendah,Penurunan Berat Badan,Kekuatan,39,215,47,Pria,Angkat Beban
141,106,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,84,392,44,Pria,Senam
196,114,Sedang,Penurunan Berat Badan,Fleksibilitas,59,397,45,Wanita,Senam
154,73,Rendah,Penurunan Berat Badan,Fleksibilitas,36,631,62,Wanita,Senam
147,73,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,58,342,41,Pria,Senam
181,103,Sedang,Peningkatan Massa Otot,Kekuatan,74,549,19,Wanita,Angkat Beban
179,93,Rendah,Peningkatan Massa Otot,Kekuatan,37,253,36,Wanita,Angkat Beban
195,48,Sedang,Peningkatan Massa Otot,Kardio,64,597,54,Wanita,Bersepeda
145,67,Tinggi,Penurunan Berat Badan,Kekuatan,76,376,24,Wanita,Angkat Beban
177,120,Rendah,Peningkatan Massa Otot,Kardio,47,358,33,Wanita,Bersepeda
142,51,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,77,300,59,Pria,Senam
174,65,Tinggi,Penurunan Berat Badan,Kekuatan,56,270,43,Pria,Angkat Beban
197,44,Tinggi,Peningkatan Massa Otot,Kardio,76,428,39,Pria,Bersepeda
177,91,Rendah,Penurunan Berat Badan,Kekuatan,66,198,19,Pria,Angkat Beban
198,106,Tinggi,Penurunan Berat Badan,Fleksibilitas,74,641,43,Wanita,Senam
143,118,Tinggi,Peningkatan Massa Otot,Kekuatan,41,480,62,Wanita,Angkat Beban
142,58,Rendah,Pemeliharaan Kebugaran,Kekuatan,60,536,44,Wanita,Angkat Beban
180,118,Tinggi,Penurunan Berat Badan,Kardio,72,658,53,Pria,Lari
148,93,Tinggi,Penurunan Berat Badan,Fleksibilitas,68,220,27,Pria,Senam
154,92,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,65,500,60,Wanita,Senam
177,61,Rendah,Peningkatan Massa Otot,Fleksibilitas,34,230,50,Pria,Senam
172,102,Sedang,Peningkatan Massa Otot,Kekuatan,40,344,42,Wanita,Angkat Beban
192,95,Rendah,Pemeliharaan Kebugaran,Kardio,63,682,49,Pria,Bersepeda
141,113,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,38,590,45,Wanita,Senam
173,75,Sedang,Penurunan Berat Badan,Fleksibilitas,88,211,55,Wanita,Senam
186,77,Sedang,Pemeliharaan Kebugaran,Kekuatan,30,677,37,Pria,Angkat Beban
168,117,Rendah,Peningkatan Massa Otot,Kardio,77,609,21,Pria,Bersepeda
189,95,Tinggi,Penurunan Berat Badan,Fleksibilitas,32,412,55,Wanita,Senam
183,102,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,87,504,45,Wanita,Senam
186,77,Tinggi,Peningkatan Massa Otot,Kardio,70,173,50,Pria,Bersepeda
185,53,Tinggi,Penurunan Berat Badan,Kekuatan,74,407,61,Wanita,Angkat Beban
196,101,Tinggi,Peningkatan Massa Otot,Kardio,36,456,24,Wanita,Bersepeda
173,57,Rendah,Pemeliharaan Kebugaran,Kekuatan,40,301,46,Wanita,Angkat Beban
199,44,Sedang,Peningkatan Massa Otot,Kekuatan,47,504,39,Wanita,Angkat Beban
162,48,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,56,599,39,Wanita,Senam
199,52,Sedang,Penurunan Berat Badan,Kardio,72,677,28,Wanita,Lari
195,96,Rendah,Pemeliharaan Kebugaran,Kekuatan,42,521,49,Pria,Angkat Beban
151,57,Rendah,Peningkatan Massa Otot,Kardio,48,286,60,Wanita,Bersepeda
174,61,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,77,191,32,Pria,Senam
197,102,Sedang,Pemeliharaan Kebugaran,Kardio,66,416,57,Wanita,Bersepeda
171,89,Tinggi,Peningkatan Massa Otot,Kekuatan,56,400,29,Pria,Angkat Beban
145,95,Sedang,Pemeliharaan Kebugaran,Kardio,69,600,56,Pria,Bersepeda
185,90,Rendah,Penurunan Berat Badan,Kardio,88,551,52,Wanita,Lari
174,42,Tinggi,Peningkatan Massa Otot,Kardio,90,693,19,Wanita,Bersepeda
197,40,Tinggi,Peningkatan Massa Otot,Kekuatan,71,197,42,Pria,Angkat Beban
192,52,Sedang,Peningkatan Massa Otot,Kekuatan,85,588,46,Pria,Angkat Beban
173,40,Sedang,Pemeliharaan Kebugaran,Kekuatan,70,359,24,Wanita,Angkat Beban
174,119,Tinggi,Peningkatan Massa Otot,Kekuatan,37,579,34,Wanita,Angkat Beban
177,67,Rendah,Penurunan Berat Badan,Kekuatan,36,677,62,Pria,Angkat Beban
170,95,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,85,335,56,Pria,Senam
189,74,Sedang,Penurunan Berat Badan,Kekuatan,48,672,19,Pria,Angkat Beban
144,75,Tinggi,Penurunan Berat Badan,Kardio,60,698,32,Pria,Lari
195,82,Rendah,Peningkatan Massa Otot,Kardio,55,596,25,Pria,Bersepeda
170,111,Sedang,Penurunan Berat Badan,Kekuatan,40,609,26,Pria,Angkat Beban
185,84,Sedang,Pemeliharaan Kebugaran,Kardio,65,304,62,Pria,Bersepeda
191,120,Sedang,Pemeliharaan Kebugaran,Kekuatan,46,485,18,Pria,Angkat Beban
168,105,Sedang,Pemeliharaan Kebugaran,Kekuatan,78,410,24,Wanita,Angkat Beban
189,70,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,30,233,21,Wanita,Senam
174,103,Tinggi,Penurunan Berat Badan,Fleksibilitas,67,294,34,Wanita,Senam
192,47,Rendah,Pemeliharaan Kebugaran,Kekuatan,89,694,46,Wanita,Angkat Beban
184,120,Rendah,Peningkatan Massa Otot,Kardio,48,660,41,Pria,Bersepeda
191,90,Rendah,Penurunan Berat Badan,Fleksibilitas,86,461,38,Pria,Senam
188,91,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,50,694,62,Wanita,Senam
169,71,Rendah,Penurunan Berat Badan,Kardio,46,482,45,Wanita,Lari
178,50,Rendah,Peningkatan Massa Otot,Kekuatan,67,696,62,Wanita,Angkat Beban
151,57,Tinggi,Pemeliharaan Kebugaran,Kekuatan,41,280,26,Wanita,Angkat Beban
162,76,Tinggi,Peningkatan Massa Otot,Fleksibilitas,84,504,32,Wanita,Senam
179,85,Tinggi,Peningkatan Massa Otot,Kekuatan,68,328,32,Pria,Angkat Beban
159,106,Tinggi,Pemeliharaan Kebugaran,Kardio,34,521,48,Wanita,Bersepeda
175,98,Rendah,Pemeliharaan Kebugaran,Kekuatan,37,150,56,Wanita,Angkat Beban
162,74,Sedang,Penurunan Berat Badan,Kardio,39,679,65,Wanita,Lari
181,90,Tinggi,Peningkatan Massa Otot,Fleksibilitas,38,417,35,Pria,Senam
154,109,Tinggi,Pemeliharaan Kebugaran,Kardio,86,237,63,Pria,Bersepeda
150,42,Sedang,Pemeliharaan Kebugaran,Kardio,58,365,24,Wanita,Bersepeda
157,73,Rendah,Peningkatan Massa Otot,Kekuatan,35,663,55,Pria,Angkat Beban
173,84,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,33,215,63,Pria,Senam
159,68,Tinggi,Penurunan Berat Badan,Kardio,44,334,41,Pria,Lari
152,98,Rendah,Peningkatan Massa Otot,Kardio,72,453,22,Wanita,Bersepeda
156,57,Sedang,Peningkatan Massa Otot,Fleksibilitas,44,514,34,Wanita,Senam
177,70,Tinggi,Peningkatan Massa Otot,Kardio,62,286,48,Wanita,Bersepeda
171,114,Sedang,Pemeliharaan Kebugaran,Kardio,57,616,51,Pria,Bersepeda
200,73,Rendah,Pemeliharaan Kebugaran,Kardio,30,323,24,Pria,Bersepeda
197,105,Rendah,Penurunan Berat Badan,Kardio,67,353,62,Pria,Lari
161,119,Rendah,Penurunan Berat Badan,Fleksibilitas,52,681,25,Wanita,Senam
165,98,Sedang,Peningkatan Massa Otot,Kekuatan,82,283,38,Pria,Angkat Beban
169,86,Tinggi,Penurunan Berat Badan,Fleksibilitas,85,232,65,Wanita,Senam
188,67,Tinggi,Pemeliharaan Kebugaran,Kekuatan,66,323,34,Pria,Angkat Beban
172,44,Rendah,Penurunan Berat Badan,Kekuatan,44,256,31,Wanita,Angkat Beban
188,87,Rendah,Penurunan Berat Badan,Kekuatan,30,564,26,Pria,Angkat Beban
140,119,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,72,440,52,Wanita,Senam
177,65,Tinggi,Pemeliharaan Kebugaran,Kekuatan,49,426,28,Wanita,Angkat Beban
181,41,Rendah,Peningkatan Massa Otot,Kardio,57,634,64,Pria,Bersepeda
140,119,Rendah,Peningkatan Massa Otot,Kardio,76,292,37,Pria,Bersepeda
177,45,Rendah,Pemeliharaan Kebugaran,Kekuatan,43,218,40,Pria,Angkat Beban
193,51,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,85,404,20,Pria,Senam
165,46,Tinggi,Penurunan Berat Badan,Kardio,81,531,51,Wanita,Lari
172,80,Sedang,Penurunan Berat Badan,Fleksibilitas,41,358,52,Wanita,Senam
166,50,Sedang,Pemeliharaan Kebugaran,Kekuatan,42,638,49,Pria,Angkat Beban
162,64,Tinggi,Penurunan Berat Badan,Kardio,37,164,31,Wanita,Lari
200,66,Sedang,Pemeliharaan Kebugaran,Kardio,76,471,65,Pria,Bersepeda
200,69,Rendah,Penurunan Berat Badan,Kardio,53,526,43,Wanita,Lari
164,102,Tinggi,Peningkatan Massa Otot,Kardio,43,452,20,Pria,Bersepeda
197,80,Sedang,Peningkatan Massa Otot,Kardio,56,448,23,Wanita,Bersepeda
172,58,Tinggi,Pemeliharaan Kebugaran,Kekuatan,36,198,62,Pria,Angkat Beban
151,119,Sedang,Penurunan Berat Badan,Kekuatan,30,381,61,Wanita,Angkat Beban
154,78,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,89,314,54,Wanita,Senam
162,94,Tinggi,Peningkatan Massa Otot,Fleksibilitas,64,363,65,Wanita,Senam
167,75,Rendah,Pemeliharaan Kebugaran,Kardio,69,282,46,Pria,Bersepeda
194,77,Rendah,Pemeliharaan Kebugaran,Kekuatan,40,674,18,Wanita,Angkat Beban
166,68,Rendah,Pemeliharaan Kebugaran,Kekuatan,44,458,62,Wanita,Angkat Beban
196,75,Tinggi,Peningkatan Massa Otot,Fleksibilitas,36,243,62,Wanita,Senam
142,67,Rendah,Penurunan Berat Badan,Fleksibilitas,63,417,49,Pria,Senam
144,99,Tinggi,Peningkatan Massa Otot,Kekuatan,32,360,41,Wanita,Angkat Beban
149,118,Tinggi,Penurunan Berat Badan,Kekuatan,38,579,29,Wanita,Angkat Beban
149,40,Tinggi,Pemeliharaan Kebugaran,Kekuatan,73,489,20,Wanita,Angkat Beban
147,59,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,53,402,24,Pria,Senam
195,97,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,80,191,25,Pria,Senam
188,96,Rendah,Penurunan Berat Badan,Fleksibilitas,54,515,53,Pria,Senam
145,108,Sedang,Peningkatan Massa Otot,Kardio,76,230,40,Pria,Bersepeda
196,55,Tinggi,Peningkatan Massa Otot,Fleksibilitas,48,390,35,Wanita,Senam
149,85,Rendah,Pemeliharaan Kebugaran,Kekuatan,46,447,21,Wanita,Angkat Beban
142,80,Rendah,Penurunan Berat Badan,Fleksibilitas,90,358,40,Pria,Senam
148,66,Tinggi,Peningkatan Massa Otot,Fleksibilitas,63,205,25,Pria,Senam
161,64,Rendah,Peningkatan Massa Otot,Fleksibilitas,81,345,35,Pria,Senam
164,87,Sedang,Peningkatan Massa Otot,Kardio,62,638,54,Wanita,Bersepeda
189,64,Rendah,Peningkatan Massa Otot,Kekuatan,63,313,53,Pria,Angkat Beban
181,66,Rendah,Penurunan Berat Badan,Kardio,56,171,22,Pria,Lari
168,79,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,78,381,22,Pria,Senam
149,85,Rendah,Peningkatan Massa Otot,Kekuatan,67,415,65,Pria,Angkat Beban
177,42,Tinggi,Penurunan Berat Badan,Kardio,90,684,44,Wanita,Lari
142,64,Tinggi,Peningkatan Massa Otot,Kardio,51,596,58,Pria,Bersepeda
159,98,Sedang,Peningkatan Massa Otot,Kardio,58,561,37,Pria,Bersepeda
168,92,Sedang,Pemeliharaan Kebugaran,Kekuatan,57,171,30,Wanita,Angkat Beban
168,105,Rendah,Peningkatan Massa Otot,Fleksibilitas,85,425,21,Wanita,Senam
178,91,Tinggi,Penurunan Berat Badan,Fleksibilitas,38,203,34,Pria,Senam
175,114,Sedang,Penurunan Berat Badan,Kekuatan,73,594,26,Wanita,Angkat Beban
175,89,Tinggi,Pemeliharaan Kebugaran,Kekuatan,80,522,36,Pria,Angkat Beban
157,44,Tinggi,Penurunan Berat Badan,Fleksibilitas,54,295,24,Wanita,Senam
142,69,Rendah,Peningkatan Massa Otot,Fleksibilitas,62,431,30,Wanita,Senam
184,64,Rendah,Peningkatan Massa Otot,Fleksibilitas,65,413,60,Wanita,Senam
158,107,Tinggi,Pemeliharaan Kebugaran,Kekuatan,67,571,61,Pria,Angkat Beban
195,80,Rendah,Peningkatan Massa Otot,Kardio,69,664,18,Wanita,Bersepeda
173,65,Rendah,Peningkatan Massa Otot,Kekuatan,49,558,51,Pria,Angkat Beban
144,66,Rendah,Penurunan Berat Badan,Fleksibilitas,84,351,43,Pria,Senam
188,65,Sedang,Pemeliharaan Kebugaran,Kekuatan,53,251,23,Wanita,Angkat Beban
143,57,Rendah,Peningkatan Massa Otot,Kekuatan,60,533,54,Pria,Angkat Beban
147,106,Rendah,Pemeliharaan Kebugaran,Kekuatan,82,467,27,Wanita,Angkat Beban
157,89,Sedang,Penurunan Berat Badan,Kardio,42,239,25,Wanita,Lari
183,103,Sedang,Penurunan Berat Badan,Kardio,40,155,40,Wanita,Lari
198,61,Rendah,Penurunan Berat Badan,Kardio,54,318,31,Wanita,Lari
187,110,Sedang,Peningkatan Massa Otot,Kardio,45,489,54,Pria,Bersepeda
169,119,Sedang,Penurunan Berat Badan,Kardio,82,584,32,Wanita,Lari
140,70,Sedang,Peningkatan Massa Otot,Kardio,34,260,44,Pria,Bersepeda
145,108,Tinggi,Peningkatan Massa Otot,Kekuatan,69,400,40,Wanita,Angkat Beban
187,47,Sedang,Penurunan Berat Badan,Kekuatan,63,347,45,Wanita,Angkat Beban
151,96,Rendah,Penurunan Berat Badan,Fleksibilitas,44,232,55,Wanita,Senam
181,56,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,39,260,31,Pria,Senam
157,41,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,64,661,51,Wanita,Senam
196,113,Tinggi,Peningkatan Massa Otot,Kekuatan,79,271,49,Wanita,Angkat Beban
152,76,Tinggi,Penurunan Berat Badan,Kardio,53,163,56,Pria,Lari
190,81,Rendah,Pemeliharaan Kebugaran,Kekuatan,81,402,37,Pria,Angkat Beban
154,46,Rendah,Penurunan Berat Badan,Kekuatan,77,189,49,Pria,Angkat Beban
